16,97,587.66,57.80,79.07,112.33,1,2,0.6148
24,97,588.45,66.96,82.60,114.33,1,2,0.6022
29,97,589.67,70.48,85.32,121.30,1,2,0.6687
38,97,589.00,72.92,89.36,133.52,1,2,0.6717
39,97,588.50,73.76,90.34,134.64,1,2,0.7092
40,97,587.98,76.79,91.87,132.37,1,2,0.7337
41,97,587.75,68.93,92.69,141.30,1,2,0.7224
42,97,587.62,69.55,93.21,142.38,1,2,0.7194
43,97,588.52,73.89,93.26,143.01,1,2,0.6952
44,97,588.91,72.91,92.78,145.84,1,2,0.7063
45,97,589.56,79.92,93.95,140.56,1,2,0.6977
46,97,589.95,77.22,94.22,147.19,1,2,0.7861
47,97,589.92,77.18,94.26,147.20,1,2,0.7871
48,97,589.82,90.55,95.60,136.86,1,2,0.7178
49,97,589.75,95.06,97.15,132.88,1,2,0.7703
50,97,592.10,98.71,94.96,133.25,1,2,0.7787
51,97,592.11,100.22,97.45,136.23,1,2,0.7851
52,97,593.16,103.64,96.53,134.92,1,2,0.7687
53,97,593.20,103.61,98.77,137.73,1,2,0.7086
54,97,593.57,105.86,99.63,139.39,1,2,0.6654
55,97,595.40,109.27,99.35,139.46,1,2,0.7604
56,97,595.79,110.56,100.46,143.99,1,2,0.7756
57,97,595.94,113.04,101.93,143.63,1,2,0.8176
58,97,597.89,111.08,101.74,149.15,1,2,0.8196
59,97,598.16,109.87,103.50,154.26,1,2,0.8128
60,97,599.29,107.14,104.29,159.51,1,2,0.7865
61,97,600.27,120.28,104.65,151.84,1,2,0.8118
62,97,600.38,120.27,106.07,154.00,1,2,0.7983
63,97,600.82,125.58,107.09,151.67,1,2,0.8068
64,97,601.76,133.46,109.23,152.55,1,2,0.8172
65,97,603.88,128.33,108.71,161.86,1,2,0.8182
66,97,605.63,133.94,109.10,159.82,1,2,0.8185
67,97,605.91,138.84,108.85,159.63,1,2,0.8067
68,97,606.77,138.51,109.74,163.29,1,2,0.8034
69,97,608.13,137.96,110.60,167.68,1,2,0.8211
70,97,609.36,134.64,111.18,176.48,1,2,0.8436
71,97,609.81,137.53,114.57,177.00,1,2,0.8375
72,97,609.97,136.42,115.72,180.02,1,2,0.8407
73,97,610.12,139.59,115.93,181.79,1,2,0.8413
74,97,610.03,151.84,115.97,174.54,1,2,0.8086
75,97,610.65,159.47,116.31,168.69,1,2,0.8091
76,97,611.53,133.78,119.11,201.20,1,2,0.8368
77,97,611.53,133.85,119.10,201.17,1,2,0.8364
78,97,611.09,133.81,120.49,203.40,1,2,0.8466
79,97,610.37,144.91,122.39,197.52,1,2,0.8139
80,97,611.12,169.59,121.84,177.18,1,2,0.7934
81,97,611.18,160.79,123.19,188.63,1,2,0.8159
82,97,611.42,162.20,122.96,190.52,1,2,0.8174
83,97,611.61,155.64,124.48,201.45,1,2,0.8403
84,97,610.99,154.51,125.55,206.95,1,2,0.8226
85,97,611.99,157.05,126.96,207.65,1,2,0.8322
86,97,610.83,154.94,130.21,213.80,1,2,0.8395
87,97,611.80,160.91,129.20,210.20,1,2,0.8405
88,97,609.98,160.60,131.93,216.10,1,2,0.8803
89,97,611.41,162.10,132.10,219.74,1,2,0.8832
90,97,611.11,162.35,132.22,223.85,1,2,0.8735
91,97,611.38,162.92,133.80,228.30,1,2,0.8678
92,97,610.70,165.70,135.55,226.88,1,2,0.8603
93,97,610.51,168.65,137.14,228.03,1,2,0.8589
94,97,610.53,171.92,138.09,229.73,1,2,0.8430
95,97,609.89,173.17,138.54,231.14,1,2,0.8540
96,97,610.08,173.46,139.72,233.71,1,2,0.8487
97,97,610.32,175.57,141.22,233.84,1,2,0.8328
98,97,608.57,175.59,142.72,242.34,1,2,0.8502
99,97,608.99,175.83,143.70,245.85,1,2,0.8489
100,97,610.11,176.85,142.75,249.02,1,2,0.8595
101,97,609.63,177.51,145.23,253.34,1,2,0.8691
102,97,607.86,180.81,149.02,253.99,1,2,0.8298
103,97,607.89,184.50,149.97,256.65,1,2,0.8326
104,97,605.89,185.84,154.19,259.23,1,2,0.8407
105,97,605.89,186.43,154.58,263.80,1,2,0.8290
106,97,605.77,189.37,156.94,266.37,1,2,0.8548
107,97,605.79,192.20,158.88,270.03,1,2,0.8651
108,97,603.88,191.82,161.44,274.05,1,2,0.8590
109,97,603.65,192.41,162.55,278.50,1,2,0.8424
110,97,602.67,193.74,165.36,281.73,1,2,0.8267
111,97,602.65,195.61,166.48,284.49,1,2,0.8267
112,97,602.65,195.62,166.47,284.50,1,2,0.8265
113,97,602.38,196.85,167.83,290.34,1,2,0.8555
114,97,601.64,195.27,169.79,297.36,1,2,0.8308
115,97,600.49,197.76,172.33,300.65,1,2,0.8557
116,97,600.13,199.00,173.18,305.53,1,2,0.8683
117,97,599.78,205.84,174.78,304.12,1,2,0.8791
118,97,600.01,210.07,176.09,305.61,1,2,0.9109
119,97,599.43,213.42,178.55,307.62,1,2,0.8950
120,97,599.02,214.54,180.70,312.69,1,2,0.8783
121,97,596.95,215.88,187.50,318.33,1,2,0.8827
122,97,597.28,216.65,188.41,327.53,1,2,0.8938
